id,name,name_scientific,description,itis_id,wikipedia_id,picture_file_name,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb,public_id,nutritionix_name,nutritionix_name,nutritionix_name,nutritionix_name,nutritionix_name,nutritionix_name,nutritionix_name
4,kiwi,Actinidia chinensis,"The kiwifruit, often shortened to kiwi in many parts of the world, is the edible berry of a woody vine in the genus Actinidia. The most common cultivar group of kiwifruit ('Hayward') is oval, about the size of a large hen's egg (5?8 centimetres in length and 4.5?5.5 centimetres in diameter). It has a fibrous, dull greenish-brown skin and bright green or golden flesh with rows of tiny, black, edible seeds. The fruit has a soft texture and a sweet but unique flavor, and today is a commercial crop in several countries, such as Italy, New Zealand, Chile, Greece and France.",506775,Kiwifruit,4.jpg,image/jpeg,110661,2012-04-20 09:32:21 UTC,4,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:15 UTC,2019-05-14 18:04:13 UTC,,,false,specific,3625,true,FOOD00004,kiwi,kiwi,kiwi,kiwi,kiwi
7,leek,Allium porrum,"The leek is a vegetable that belongs, along with onion and garlic, to the genus Allium, currently placed in family Amaryllidaceae, subfamily Allioideae. Historically many scientific names were used for leeks, which are now treated as cultivars of Allium ampeloprasum. Two related vegetables, elephant garlic and kurrat, are also cultivars of A.  ampeloprasum, although different in their uses as food. The edible part of the leek plant is a bundle of leaf sheaths that is sometimes erroneously called a stem or stalk.",42659,Leek,7.jpg,image/jpeg,4857,2012-04-20 09:33:40 UTC,7,Vegetables,Onion-family vegetables,Type 1,2011-02-09 00:37:15 UTC,2019-05-14 18:04:13 UTC,,,false,specific,,true,FOOD00007,leek,leek,leek,leek,leek
8,garlic,Allium sativum,"With a history of human use of over 7,000 years, garlic (Allium sativum) is native to central Asia, and has long been a staple in the Mediterranean region, as well as a frequent seasoning in Asia, Africa, and Europe. There are two sub-varieties of allium sativum: Allium sativum var. sativum (soft-necked garlic) and Allium sativum var. ophioscorodon (hard-necked garlic). Soft-necked garlic is the most commonly found. Bulb garlic is available in many forms, including fresh, frozen, dried, fermented (black garlic) and shelf stable products (in tubes or jars). [Wikipedia]",42652,Garlic,8.jpg,image/jpeg,545294,2012-04-20 09:42:05 UTC,8,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:15 UTC,2019-05-14 18:04:13 UTC,,2,true,specific,4682,true,FOOD00008,garlic,garlic,garlic,garlic,garlic
9,chive,Allium schoenoprasum,"Chives is the common name of Allium schoenoprasum, the smallest species of the edible onions. A perennial plant, it is native to Europe, Asia and North America. A. schoenoprasum is the only species of Allium native to both the New and the Old Worlds. The name of the species derives from the Greek skhoínos and práson. Its English name, chives, derives from the French word cive, from cepa, the Latin word for onion. Chives are a commonly used herb and can be found in grocery stores or grown in home gardens. In culinary use, the scapes are diced and used as an ingredient for fish, potatoes, soups, and other dishes. Chives have insect-repelling properties that can be used in gardens to control pests.",42636,Chives,9.jpg,image/jpeg,1411537,2012-04-20 09:42:09 UTC,9,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:15 UTC,2019-05-14 18:04:13 UTC,,,false,specific,74900,true,FOOD00009,chives,chives,chives,chives,chives
12,pineapple,Ananas comosus,"The Pineapple (Ananas comosus), named for its resemblance to the pine cone, is a tropical plant with edible multiple fruit consisting of coalesced berries, and the most economically significant plant in the Bromeliaceae family. Pineapples may be cultivated from a crown cutting of the fruit, possibly flowering in 20–24 months and fruiting in the following six months. Pineapple does not ripen significantly post-harvest. Pineapples are consumed fresh, cooked, juiced, and preserved, and are found in a wide array of cuisines. In addition to consumption, in the Philippines the pineapple's leaves are used to produce the textile fiber piña- employed as a component of wall paper and furnishings, amongst other uses.",42335,Pineapple,12.jpg,image/jpeg,46902,2012-04-20 09:38:46 UTC,12,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:15 UTC,2019-05-14 18:04:13 UTC,,,false,specific,4615,true,FOOD00012,pineapple,pineapple,pineapple,pineapple,pineapple
13,dill,Anethum graveolens,"Dill (Anethum graveolens), also known as Lao coriander, depending on where it is grown, is either a perennial or annual herb. It is the sole species of the genus Anethum.  Dill is widely grown in Eurasia where its leaves and seeds are used as a herb or spice for flavouring food. Like caraway, the fern-like leaves of dill are aromatic and are used to flavor many foods such as gravlax (cured salmon) and other fish dishes, borscht and other soups, as well as pickles (where the dill flower is sometimes used). Dill is best when used fresh as it loses its flavor rapidly if dried; however, freeze-dried dill leaves retain their flavor relatively well for a few months [Wikipedia].",29584,Dill,13.jpg,image/jpeg,121803,2012-04-20 09:32:14 UTC,13,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:15 UTC,2019-05-14 18:04:13 UTC,,,true,specific,40922,true,FOOD00013,dill,dill,dill,dill,dill
16,peanut,Arachis hypogaea,"The peanut, also known as the groundnut and the goober and taxonomically classified as <i>Arachis hypogaea</i>, is a legume crop grown mainly for its edible seeds. It is widely grown in the tropics and subtropics, being important to both small and large commercial producers. It is classified as both a grain legume and, because of its high oil content, an oil crop. World annual production of shelled peanuts was 42 million tonnes in 2014. Atypically among crop plants, peanut pods develop underground rather than aboveground. It is this characteristic that the botanist Linnaeus used to assign the specific name <i>hypogaea</i>, which means ""under the earth."" (Wikipedia)",26463,Mr. Peanut,16.jpg,image/jpeg,285702,2012-04-20 09:29:07 UTC,16,Nuts,Nuts,Type 1,2011-02-09 00:37:15 UTC,2019-05-14 18:04:13 UTC,,,false,specific,3818,true,FOOD00016,peanut,peanut,peanut,peanut,peanut
19,tarragon,Artemisia dracunculus,"Tarragon (Artemisia dracunculus) is a species of perennial herb in the family Asteraceae. One sub-species, Artemisia dracunculus var. sativa, is cultivated for use of the leaves as an aromatic culinary herb. In some other sub-species, the characteristic aroma is largely absent. The species is polymorphic. Informal names for distinguishing the variations include ""French tarragon"" (best for culinary use), ""Russian tarragon"" (typically better than wild tarragon but not as good as so-called French tarragon for culinary use), and ""wild tarragon"" (covers various states).
Tarragon is one of the four fines herbes of French cooking, and is particularly suitable for chicken, fish and egg dishes. Tarragon is the main flavoring component of Béarnaise sauce. Fresh, lightly bruised sprigs of tarragon are steeped in vinegar to produce tarragon vinegar.
Tarragon is used to flavor a popular carbonated soft drink in the countries of Azerbaijan, Armenia, Georgia and, by extension, Russia, Ukraine and Kazakhstan. The drink, named Tarhun (Armenian pronunciation: [t???xun] ???????), is made out of sugary tarragon concentrate and colored bright green.",35462,Artemisia_dracunculus,19.jpg,image/jpeg,91707,2012-04-20 09:30:20 UTC,19,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:15 UTC,2019-05-14 18:04:14 UTC,,,false,specific,72341,true,FOOD00019,tarragon,tarragon,tarragon,tarragon,tarragon
21,asparagus,Asparagus officinalis,"Asparagus officinalis is a spring vegetable, a flowering perennial plant species in the genus Asparagus. It was once classified in the lily family, like its Allium cousins, onions and garlic, but the Liliaceae have been split and the onion-like plants are now in the family Amaryllidaceae and asparagus in the Asparagaceae. Asparagus officinalis is native to most of Europe, northern Africa and western Asia, and is widely cultivated as a vegetable crop.",42784,Asparagus,21.jpg,image/jpeg,136631,2012-04-20 09:32:33 UTC,21,Vegetables,Shoot vegetables,Type 1,2011-02-09 00:37:16 UTC,2019-05-14 18:04:14 UTC,,,false,specific,4686,true,FOOD00021,asparagus,asparagus,asparagus,asparagus,asparagus
26,orange,Borago officinalis,"Borage (Borago officinalis), also known as a starflower, is an annual herb. It is native to the Mediterranean region and has naturalized in many other locales. It grows satisfactorily in gardens in the UK climate, remaining in the garden from year to year by self-seeding. The leaves are edible and the plant is grown in gardens for that purpose in some parts of Europe. The plant is also commercially cultivated for borage seed oil extracted from its seeds.",31727,Borage,26.jpg,image/jpeg,127785,2012-04-20 09:39:14 UTC,26,Herbs and Spices,Oilseed crops,Type 1,2011-02-09 00:37:16 UTC,2019-05-14 18:04:14 UTC,,,false,specific,13363,true,FOOD00026,borage,borage,borage,borage
31,cauliflower,Brassica oleracea var. botrytis,"Cauliflower is one of several vegetables in the species Brassica oleracea, in the family Brassicaceae. It is an annual plant that reproduces by seed. Typically, only the head (the white curd) is eaten. The cauliflower head is composed of a white inflorescence meristem. Cauliflower heads resemble those in broccoli, which differs in having flower buds.
Its name is from Latin caulis (cabbage) and flower. Brassica oleracea also includes broccoli, brussels sprouts, cabbage, collard greens, and kale, though they are of different cultivar groups.
Cauliflower is low in fat, low in carbohydrates but high in dietary fiber, folate, water, and vitamin C, possessing a high nutritional density.
Cauliflower can be roasted, boiled, fried, steamed, or eaten raw.",530957,Cauliflower,31.jpg,image/jpeg,8882,2012-04-20 09:33:20 UTC,33,Vegetables,Cabbages,Type 1,2011-02-09 00:37:16 UTC,2019-05-14 18:04:14 UTC,,,false,specific,3715,true,FOOD00031,cauliflower,cauliflower,cauliflower,cauliflower
32,brussels sprouts,Brassica oleracea var. gemmifera,"The Brussels sprout is a cultivar in the Gemmifera group of cabbages, grown for its edible buds. The leafy green vegetables are typically 2.5–4 cm (0.98–1.6 in) in diameter and look like miniature cabbages. The Brussels sprout has long been popular in Brussels, Belgium, and may have originated there.",530959,Brussels sprout,32.jpg,image/jpeg,98545,2012-04-20 09:29:05 UTC,34,Vegetables,Cabbages,Type 1,2011-02-09 00:37:16 UTC,2019-05-14 18:04:14 UTC,,,false,specific,178616,true,FOOD00032,brussels sprouts,brussels sprouts,brussels sprouts,brussels sprouts
34,broccoli,Brassica oleracea var. italica,"Broccoli is an edible green plant in the cabbage family, whose large flowering head is used as a vegetable. The word broccoli comes from the Italian plural of broccolo, which means ""the flowering top of a cabbage"", and is the diminutive form of brocco, meaning ""small nail"" or ""sprout"". Broccoli is often boiled or steamed but may be eaten raw.",530961,Broccoli,34.jpg,image/jpeg,319365,2012-04-20 09:35:09 UTC,36,Vegetables,Cabbages,Type 1,2011-02-09 00:37:16 UTC,2019-05-14 18:04:14 UTC,,,true,specific,36774,true,FOOD00034,broccoli,broccoli,broccoli,broccoli
40,pepper,Capsicum annuum,"<i>Capsicum annuum</i> is a domesticated species of the plant genus <i>Capsicum</i> native to southern North America and northern South America. The three species <i>C. annuum</i>, <i>C. frutescens</i> and <i>C. chinense</i> all evolved from a single common ancestor located somewhere in the northwest Brazil - Colombia area. <i>Capsicum annuum</i> is the most common and extensively cultivated of the five domesticated capsicums. The species is a source of popular ""sweet peppers"":http://en.wikipedia.org/wiki/Bell_peppers and ""hot chilis"":http://en.wikipedia.org/wiki/Chili_pepper with numerous varieties cultivated all around the world. In American English the plant is commonly known as a chili pepper or bell pepper. In British English, the sweet varieties are called red or green peppers and the hot varieties chillies, whereas in Australian and Indian English the name capsicum is commonly used for bell peppers exclusively and chilli is often used to encompass the hotter varieties. [Wikipedia] See a ""list of capsicum cultivars"":http://en.wikipedia.org/wiki/List_of_Capsicum_cultivars.",30492,Capsicum_annuum,40.jpg,image/jpeg,45222,2012-04-20 09:37:27 UTC,43,Vegetables,Fruit vegetables,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,2,false,specific,4072,true,FOOD00040,bell pepper,bell pepper,bell pepper,bell pepper
41,papaya,Carica papaya,"The papaya, papaw, or pawpaw is the fruit of the plant Carica papaya, the sole species in the genus Carica of the plant family Caricaceae. It is native to the tropics of the Americas, perhaps from southern Mexico and neighbouring Central America. It was first cultivated in Mexicoseveral centuries before the emergence of the Mesoamerican classical civilizations. The papaya is a large, tree-like plant, with a single stem growing from 5 to 10 m (to ft) tall, with spirally arranged leaves confined to the top of the trunk. The lower trunk is conspicuously scarred where leaves and fruit were borne. The leaves are large, 50–70 cm in diameter, deeply palmately lobed, with seven lobes. Unusually for such large plants, the trees are dioecious. The tree is usually unbranched, unless lopped. The flowers are similar in shape to the flowers of the Plumeria, but are much smaller and wax-like. They appear on the axils of the leaves, maturing into large fruit - 15–45 cm long and 10–30 cm in diameter. The fruit is ripe when it feels soft (as soft as a ripe avocado or a bit softer) and its skin has attained an amber to orange hue. Carica papaya was the first transgenic fruit tree to have its genome deciphered.",22324,Papaya,41.jpg,image/jpeg,67743,2012-04-20 09:44:24 UTC,44,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:14 UTC,,,false,specific,3649,true,FOOD00041,papaya,papaya,papaya,papaya
52,watermelon,Citrullus lanatus,"Watermelon (Citrullus lanatus, family Cucurbitaceae) is a vine-like (scrambler and trailer) flowering plant originally from southern Africa. Its fruit, which is also called watermelon, is a special kind referred to by botanists as a pepo, a berry which has a thick rind and fleshy center (mesocarp and endocarp). Pepos are derived from an inferior ovary, and are characteristic of the Cucurbitaceae. The watermelon fruit, loosely considered a type of melon – although not in the genus Cucumis – has a smooth exterior rind (green, yellow and sometimes white) and a juicy, sweet interior flesh (usually deep red to pink, but sometimes orange, yellow and even green if not ripe).",22356,Watermelon,52.jpg,image/jpeg,125818,2012-04-20 09:40:24 UTC,55,Gourds,Gourds,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,3654,true,FOOD00052,watermelon,watermelon,watermelon,watermelon
53,lime,Citrus aurantiifolia,"The Key lime (Citrus × aurantiifolia) is a citrus species with a globose fruit, 2.5-5 cm in diameter (1-2 in), that is yellow when ripe but usually picked green commercially. It is smaller and seedier, with a higher acidity, a stronger aroma, and a thinner rind, than that of the Persian lime (Citrus × latifolia). It is valued for its unique flavor compared to other limes, with the Key lime usually having a more tart and bitter flavor. The name comes from its association with the Florida Keys, where it is best known as the flavoring ingredient in Key lime pie. It is also known as West Indian lime, bartender's lime, Omani lime, or Mexican lime, the latter classified as a distinct race with a thicker skin and darker green color. Philippine varieties have various names, including dayap and bilolo.",506403,Citrus_aurantiifolia,53.jpg,image/jpeg,803141,2012-04-20 09:37:28 UTC,56,Fruits,Citrus,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,159033,true,FOOD00053,lime,lime,lime,lime
54,lemon,Citrus limon,"The lemon is a small evergreen tree native to Asia, and the tree's ellipsoidal yellow fruit. The fruit is used for culinary and non-culinary purposes throughout the world, primarily for its juice, though the pulp and rind are also used in cooking and baking. The juice of the lemon is about 5% to 6% citric acid, which gives lemons a sour taste. The distinctive sour taste of lemon juice makes it a key ingredient in drinks and foods such as lemonade.",28885,Lemon,54.jpg,image/jpeg,286671,2012-04-20 09:34:12 UTC,57,Fruits,Citrus,Type 1,2011-02-09 00:37:17 UTC,2019-05-14 18:04:15 UTC,,,false,specific,2708,true,FOOD00054,lemon,lemon,lemon,lemon
